年度,所管局№,所管局,施策分野№,施策分野,事業名,補助金名,補助金の概要,補助対象者№,補助対象者,予算額（千円）,所管部署,問い合わせ先,各局HPリンク
2026,15,産業労働局,11,農林水産,農地防災,ため池等整備事業,"補助金の目的：農地及び農業用施設の自然災害の発生防止
補助対象者　：市町村
補助対象経費：農業用ため池の改修、整備等に要する経費
負担割合　　：国3/5、都3/10、市町村1/10",1,区市町村,"269,100 ",産業労働局農林水産部農業振興課,03-5320-4824,https://www.sangyo-rodo.metro.tokyo.lg.jp/nourin/nougyou/shinkou/seibi/
2026,15,産業労働局,11,農林水産,災害復旧支援（林道災害復旧（単））,東京都林道事業補助金（災害復旧支援（林道災害復旧（単）））,"補助金の目的：市町村が森林の保全、林業の振興及び居住環境整備のために各々の森林整備計画において林道整備事業を計画し、当該林道補助事業を行う場合に交付する。
補助対象者　：市町村
補助対象経費：工事費等
負担割合　　：都9/10、市町村1/10",1,区市町村,"226,638 ",産業労働局農林水産部森林課,03-5320-4858,
2026,15,産業労働局,11,農林水産,災害復旧支援（林地荒廃復旧（公））,林地崩壊防止事業補助金（公）,"補助金の目的：激甚災害が発生した地区の災害防止のため、復旧事業を行う市町村に対し事業費を補助する。
補助対象者　：市町村
補助対象経費：工事費等
負担割合　　：国1/2、都2/5、市町村1/10",1,区市町村,"3,000 ",産業労働局農林水産部森林課,03-5320-4858,
2026,15,産業労働局,11,農林水産,災害復旧支援（林地荒廃復旧（単））,林地崩壊防止事業補助金（単）,"補助金の目的：激甚災害等が発生した地区の災害防止のため、復旧事業を行う市町村に対し事業費を補助する。
補助対象者　：市町村
補助対象経費：工事費等
負担割合　　：都9/10、市町村1/10",1,区市町村,"3,000 ",産業労働局農林水産部森林課,03-5320-4858,
2026,15,産業労働局,11,農林水産,硫黄島関連漁業対策,硫黄島関連漁業対策事業費補助金,"補助金の目的：硫黄島関連漁業対策事業に要する経費の補助
補助対象者　：小笠原島漁業協同組合、小笠原母島漁業協同組合
補助対象経費：漁業基盤施設等整備事業
負担割合　　：国2/3、都1/3",5,民間団体,"362,340 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,12,雇用就業,自主的福祉活動に対する助成,労働福祉団体の自主的活動事業費助成,"補助金の目的：労使関係の近代化、　労働福祉の増進等に資する労働福祉団体の自主的な活動を都が援助・奨励することにより、労働条件を向上させることを目的とする。
補助対象者　：労働福祉団体
補助対象経費：団体が補助事業を実施するために要する経費
負担割合　　：都1/2、対象団体1/2",7,その他団体,"1,970 ",産業労働局雇用就業部労働環境課,03-5320-4653,
2026,15,産業労働局,12,雇用就業,中小企業従業員融資,東京都中小企業従業員融資の保証に伴う損失補助,"補助金の目的：一般社団法人日本労働者信用基金協会が、東京都中小企業従業員融資の保証債務を履行し、損失を被った場合に、都がその損失金の一部について補助を行うことにより、中小企業従業員の資金需要に対し積極的に保証を促進し、もって本融資制度の運営の円滑化を図ることを目的とする｡
補助対象者　：一般社団法人日本労働者信用基金協会
補助対象経費：求償権残高
負担割合　　：都1/2、協会1/2",5,民間団体,"17,097 ",産業労働局雇用就業部労働環境課,03-5320-4653,https://www.hataraku.metro.tokyo.lg.jp/kaizen/fukuri/yushi/index.html
2026,15,産業労働局,12,雇用就業,中小企業従業員融資,東京都中小企業従業員融資に係る保証料負担,"補助金の目的：東京都中小企業従業員融資の保証機関に対し、都が融資利用者に代わって保証料を負担することにより融資利用者の負担を軽減し、融資の促進を図ることを目的とする。
補助対象者　：一般社団法人日本労働者信用基金協会
補助対象経費：一般社団法人日本労働者信用基金協会が融資利用者から徴収すべき保証料
負担割合　　：都10/10",5,民間団体,"6,337 ",産業労働局雇用就業部労働環境課,03-5320-4653,https://www.hataraku.metro.tokyo.lg.jp/kaizen/fukuri/yushi/index.html
2026,15,産業労働局,12,雇用就業,勤労者福祉支援事業の助成,勤労者福祉支援事業補助金,"補助金の目的：公益財団法人東京都中小企業振興公社が実施する京浜島勤労者厚生会館の運営補助を通じて、中小企業で働く人々の福祉の向上を図ることを目的とする。
補助対象者　：公益財団法人東京都中小企業振興公社
補助対象経費：企業福祉支援事業の実施に要する経費及び地域勤労福祉会館等の運営に要する経費
負担割合　　：都10/10",3,政策連携団体,"64,999 ",産業労働局雇用就業部労働環境課,03-5320-4653,https://www.tokyo-kosha.or.jp/kosha/hall/keihinjima.html
2026,15,産業労働局,12,雇用就業,労働衛生環境の改善助成,東京都家内労働対策労働衛生環境改善助成,"補助金の目的：有機溶剤を使用する作業等に従事する家内労働者の安全な作業環境を確保し、健康の維持を図ること。
補助対象者　：家内労働者
補助対象経費：安全衛生設備の設置に要する経費
負担割合　　：都1/2又は3/4（限度額あり）、家内労働者1/2又は1/4",6,一般都民,"2,116 ",産業労働局雇用就業部労働環境課,03-5320-4654,https://www.hataraku.metro.tokyo.lg.jp/shigoto/kanai/index2.html
2026,15,産業労働局,12,雇用就業,家内労働傷病共済制度,家内労働傷病共済制度運営費補助金,"補助金の目的：家内労働傷病共済制度を運営することにより、専業的家内労働者、個人事業者及びその家族従業者の生活の安定を図ること。
補助対象者　：公益財団法人東京都中小企業振興公社
補助対象経費：家内労働傷病共済制度の運営に要する人件費及び運営費
負担割合　　：都10/10",3,政策連携団体,"12,026 ",産業労働局雇用就業部労働環境課,03-5320-4654,https://www.tokyo-kosha.or.jp/support/fukuri/kyosai/anshin/index.html
2026,15,産業労働局,12,雇用就業,家内労働者の自主的福祉活動に対する助成,東京都家内労働者自主的福祉活動事業助成金,"補助金の目的：家内労働者の健康の保持増進と福祉の向上
補助対象者　：専業的家内労働者等で構成する団体
補助対象経費：専業的家内労働者等の福利厚生を目的として、10名以上の規模で自主的に行う文化活動、学習活動、健康増進活動等に関する事業に要する経費
負担割合　　：都1/2（限度額あり）　対象団体1/2",7,その他団体,"1,433 ",産業労働局雇用就業部労働環境課,03-5320-4654,
2026,15,産業労働局,12,雇用就業,山谷地区就労対策,（公財）東京都福祉保健財団城北労働・福祉センター就労対策事業補助金,"補助金の目的：山谷地域に居住する日雇労働者の就労支援対策の推進
補助対象者　：（公財）東京都福祉保健財団
補助対象経費：職員費、事業費
負担割合　　：都10/10",3,政策連携団体,"58,779 ",産業労働局雇用就業部就業推進課,03-5320-4676,https://www.fukushizaidan.jp/401johoku/
2026,15,産業労働局,12,雇用就業,アクティブシニア就業支援センターに対する助成,東京都はつらつ高齢者就業機会創出支援事業補助金,"補助金の目的：地域の高齢者の就業機会創出、高齢者の就業の促進
補助対象者　：区市町村
補助対象経費：運営費、初度調弁費、準備期間人件費、準備期間事業費
負担割合　　：都1/2、区市町村1/2",1,区市町村,"87,631 ",産業労働局雇用就業部就業推進課,03-5320-4664,https://www.tokyoshigoto.jp/senior/activesenior
2026,15,産業労働局,12,雇用就業,シルバー人材センター事業の推進,東京都シルバー人材センター事業補助金,"補助金の目的：シルバー人材センター事業の円滑な推進
補助対象者　：区市町村
補助対象経費：＜公益目的事業費＞公益目的事業を実施するために要する経費、＜重点指針事業費＞承認事業を実施するために要する経費
負担割合　　：都1/2、区市町村1/2",1,区市町村,"708,430 ",産業労働局雇用就業部就業推進課,03-5320-4664,https://www.tokyosilver.jp/
